Product ID=31, Serial#=TV016031105, SWVersion=(See Log Data), HWVersion=(See Log Data)
------------------------------------------------------------------
LOG ID 0017 (Encrypted Significant Event Text) 1065600 total bytes
------------------------------------------------------------------
     UTC Time           Device Time          Err              Descr
07/29/2024 19:20:25  07/29/2024 15:52:25 E-00264     0 65535  ERR_MENU_BYPASS_ACTIVATED  KEYPRESS  <UTC:1722280825_0017>
07/29/2024 19:20:20  07/29/2024 15:52:20 E-16415     1     0      NV_ID= 31 (NV_UNIT_STATE)  P/S=P RX=0  AVAPS=0  <UTC:1722280820_0017>
07/29/2024 19:20:20  07/29/2024 15:52:20 E-00110     0     0  ERR_LOW_PIP_ALARM  HIGH_ALARM  <UTC:1722280820_0017>
07/29/2024 19:20:20  07/29/2024 15:52:20 E-00294     0 65535  ERR_POWER_OFF_YES_KEY  KEYPRESS  <UTC:1722280820_0017>
07/29/2024 19:20:20  07/29/2024 15:52:20 E-00293     0 65535  ERR_POWER_OFF_KEY  KEYPRESS  <UTC:1722280820_0017>
07/29/2024 19:20:20  07/29/2024 15:52:20 E-00293     0 65535  ERR_POWER_OFF_KEY  KEYPRESS  <UTC:1722280820_0017>
07/29/2024 19:20:19  07/29/2024 15:52:19 E-00165  6491     1  ERR_LOW_PEP_ALARM  HIGH_ALARM  <UTC:1722280819_0017>
07/29/2024 19:20:19  07/29/2024 15:52:19 E-00166     0 65535  ERR_UI_RESET_KEY_PRESS  KEYPRESS  <UTC:1722280819_0017>
07/29/2024 19:20:17  07/29/2024 15:52:17 E-00165  6493     2  ERR_LOW_PEP_ALARM  HIGH_ALARM  <UTC:1722280817_0017>
07/29/2024 19:20:15  07/29/2024 15:52:15 E-00290   349 65535  ERR_URGENT_REMINDER  URGENT_SERVICE  <UTC:1722280815_0017>
07/29/2024 19:20:15  07/29/2024 15:52:15 E-00185     0 65535  ERR_LAST_BATT_INT_LI_ION_LOW  MED_ALARM  <UTC:1722280815_0017>
07/29/2024 19:20:14  07/29/2024 15:52:14 E-00110     0     5  ERR_LOW_PIP_ALARM  HIGH_ALARM  <UTC:1722280814_0017>
07/29/2024 19:20:11  07/29/2024 15:52:11 E-16415     0     1      NV_ID= 31 (NV_UNIT_STATE)  P/S=P RX=0  AVAPS=0  <UTC:1722280811_0017>
07/29/2024 19:20:11  07/29/2024 15:52:11 E-00324     1 65535  ERR_POWER_ON  KEYPRESS  <UTC:1722280811_0017>
